prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id
যেতিয়া ৰোহান আৰু কমল পুথিভঁৰাল আহিছিল, কমল ৰে পেকেজ পঠালে,যেতিয়া ৰোহান আৰু সীতা পুথিভঁৰাল আহিছিল, সীতা ৰে পেকেজ পঠালে,ৰোহান,কমল,সীতা,ABB,2,পুথিভঁৰাল,পেকেজ,-1,-1
যেতিয়া নীতা আৰু বিজয় দোকান এৰিছিল, বিজয় ৰে চাবি দি গৈছিল,যেতিয়া নীতা আৰু মোহন দোকান এৰিছিল, মোহন ৰে চাবি দি গৈছিল,নীতা,বিজয়,মোহন,ABB,3,দোকান,চাবি,-1,-1
যেতিয়া অৰ্জুন আৰু প্ৰিয়া হাস্পতাল গৈছিল, প্ৰিয়া ৰে টিকট দিলে,যেতিয়া অৰ্জুন আৰু সুনীতা হাস্পতাল গৈছিল, সুনীতা ৰে টিকট দিলে,অৰ্জুন,প্ৰিয়া,সুনীতা,ABB,0,হাস্পতাল,টিকট,-1,-1
যেতিয়া গীতা আৰু শ্যাম বিদ্যালয় গৈছিল, গীতা ৰে ফোন দিলে,যেতিয়া ৰাম আৰু শ্যাম বিদ্যালয় গৈছিল, ৰাম ৰে ফোন দিলে,শ্যাম,গীতা,ৰাম,BAB,0,বিদ্যালয়,ফোন,-1,-1
যেতিয়া সীতা আৰু মোহন বজাৰ পাইছিল, সীতা ৰে কলম দিলে,যেতিয়া দেৱী আৰু মোহন বজাৰ পাইছিল, দেৱী ৰে কলম দিলে,মোহন,সীতা,দেৱী,BAB,1,বজাৰ,কলম,-1,-1
যেতিয়া ৰাম আৰু ৰবি সংগ্ৰহালয় আহিছিল, ৰাম ৰে কাৰ্ড পঠালে,যেতিয়া প্ৰিয়া আৰু ৰবি সংগ্ৰহালয় আহিছিল, প্ৰিয়া ৰে কাৰ্ড পঠালে,ৰবি,ৰাম,প্ৰিয়া,BAB,2,সংগ্ৰহালয়,কাৰ্ড,-1,-1
যেতিয়া সুনীতা আৰু গীতা ষ্টেচন এৰিছিল, সুনীতা ৰে মোনা দি গৈছিল,যেতিয়া ৰোহান আৰু গীতা ষ্টেচন এৰিছিল, ৰোহান ৰে মোনা দি গৈছিল,গীতা,সুনীতা,ৰোহান,BAB,3,ষ্টেচন,মোনা,-1,-1
যেতিয়া বিজয় আৰু কমল কাৰ্যালয় গৈছিল, বিজয় ৰে চিঠি দিলে,যেতিয়া অনিল আৰু কমল কাৰ্যালয় গৈছিল, অনিল ৰে চিঠি দিলে,কমল,বিজয়,অনিল,BAB,0,কাৰ্যালয়,চিঠি,-1,-1
যেতিয়া অৰ্জুন আৰু সীতা ৰেষ্টোৰেঁ পাইছিল, অৰ্জুন ৰে উপহাৰ দিলে,যেতিয়া কমল আৰু সীতা ৰেষ্টোৰেঁ পাইছিল, কমল ৰে উপহাৰ দিলে,সীতা,অৰ্জুন,কমল,BAB,1,ৰেষ্টোৰেঁ,উপহাৰ,-1,-1
যেতিয়া প্ৰিয়া আৰু নীতা পাৰ্ক আহিছিল, প্ৰিয়া ৰে কিতাপ পঠালে,যেতিয়া মোহন আৰু নীতা পাৰ্ক আহিছিল, মোহন ৰে কিতাপ পঠালে,নীতা,প্ৰিয়া,মোহন,BAB,2,পাৰ্ক,কিতাপ,-1,-1
যেতিয়া ৰোহান আৰু দেৱী পুথিভঁৰাল এৰিছিল, ৰোহান ৰে টিকট দি গৈছিল,যেতিয়া সুনীতা আৰু দেৱী পুথিভঁৰাল এৰিছিল, সুনীতা ৰে টিকট দি গৈছিল,দেৱী,ৰোহান,সুনীতা,BAB,3,পুথিভঁৰাল,টিকট,-1,-1
যেতিয়া ৰবি আৰু অনিল দোকান গৈছিল, ৰবি ৰে চাবি দিলে,যেতিয়া শ্যাম আৰু অনিল দোকান গৈছিল, শ্যাম ৰে চাবি দিলে,অনিল,ৰবি,শ্যাম,BAB,0,দোকান,চাবি,-1,-1
যেতিয়া কমল আৰু সুনীতা বজাৰ পাইছিল, কমল ৰে ফোন দিলে,যেতিয়া অৰ্জুন আৰু সুনীতা বজাৰ পাইছিল, অৰ্জুন ৰে ফোন দিলে,সুনীতা,কমল,অৰ্জুন,BAB,1,বজাৰ,ফোন,-1,-1
যেতিয়া নীতা আৰু ৰাম ষ্টেচন আহিছিল, নীতা ৰে উপহাৰ পঠালে,যেতিয়া গীতা আৰু ৰাম ষ্টেচন আহিছিল, গীতা ৰে উপহাৰ পঠালে,ৰাম,নীতা,গীতা,BAB,2,ষ্টেচন,উপহাৰ,-1,-1
যেতিয়া দেৱী আৰু শ্যাম ৰেষ্টোৰেঁ এৰিছিল, দেৱী ৰে চিঠি দি গৈছিল,যেতিয়া সীতা আৰু শ্যাম ৰেষ্টোৰেঁ এৰিছিল, সীতা ৰে চিঠি দি গৈছিল,শ্যাম,দেৱী,সীতা,BAB,3,ৰেষ্টোৰেঁ,চিঠি,-1,-1
