prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id
যখন গীতা এবং শ্যাম স্কুল গেলেন, গীতা ফোন দিলেন,যখন রাম এবং শ্যাম স্কুল গেলেন, রাম ফোন দিলেন,শ্যাম,গীতা,রাম,BAB,0,স্কুল,ফোন,-1,-1
যখন সীতা এবং অনিল বাজার পৌঁছালেন, সীতা কলম দিলেন,যখন দেবী এবং অনিল বাজার পৌঁছালেন, দেবী কলম দিলেন,অনিল,সীতা,দেবী,BAB,1,বাজার,কলম,-1,-1
যখন রাম এবং মোহন জাদুঘর এলেন, রাম কার্ড পাঠালেন,যখন প্রিয়া এবং মোহন জাদুঘর এলেন, প্রিয়া কার্ড পাঠালেন,মোহন,রাম,প্রিয়া,BAB,2,জাদুঘর,কার্ড,-1,-1
যখন সুনীতা এবং দেবী স্টেশন ছেড়ে গেলেন, সুনীতা ব্যাগ দিয়ে গেলেন,যখন রোহান এবং দেবী স্টেশন ছেড়ে গেলেন, রোহান ব্যাগ দিয়ে গেলেন,দেবী,সুনীতা,রোহান,BAB,3,স্টেশন,ব্যাগ,-1,-1
যখন বিজয় এবং রোহান অফিস গেলেন, বিজয় চিঠি দিলেন,যখন অজয় এবং রোহান অফিস গেলেন, অজয় চিঠি দিলেন,রোহান,বিজয়,অজয়,BAB,0,অফিস,চিঠি,-1,-1
যখন অর্জুন এবং অজয় রেস্তোরাঁ পৌঁছালেন, অর্জুন উপহার দিলেন,যখন কমল এবং অজয় রেস্তোরাঁ পৌঁছালেন, কমল উপহার দিলেন,অজয়,অর্জুন,কমল,BAB,1,রেস্তোরাঁ,উপহার,-1,-1
যখন প্রিয়া এবং সুরেশ পার্ক এলেন, প্রিয়া বই পাঠালেন,যখন মীনা এবং সুরেশ পার্ক এলেন, মীনা বই পাঠালেন,সুরেশ,প্রিয়া,মীনা,BAB,2,পার্ক,বই,-1,-1
যখন রোহান এবং ললিতা লাইব্রেরি ছেড়ে গেলেন, রোহান টিকিট দিয়ে গেলেন,যখন সুনীতা এবং ললিতা লাইব্রেরি ছেড়ে গেলেন, সুনীতা টিকিট দিয়ে গেলেন,ললিতা,রোহান,সুনীতা,BAB,3,লাইব্রেরি,টিকিট,-1,-1
যখন মীনা এবং সুনীতা দোকান গেলেন, মীনা চাবি দিলেন,যখন পূজা এবং সুনীতা দোকান গেলেন, পূজা চাবি দিলেন,সুনীতা,মীনা,পূজা,BAB,0,দোকান,চাবি,-1,-1
যখন কমল এবং বিজয় বাজার পৌঁছালেন, কমল ফোন দিলেন,যখন অর্জুন এবং বিজয় বাজার পৌঁছালেন, অর্জুন ফোন দিলেন,বিজয়,কমল,অর্জুন,BAB,1,বাজার,ফোন,-1,-1
যখন সুরেশ এবং নীতা স্টেশন এলেন, সুরেশ উপহার পাঠালেন,যখন শ্যাম এবং নীতা স্টেশন এলেন, শ্যাম উপহার পাঠালেন,নীতা,সুরেশ,শ্যাম,BAB,2,স্টেশন,উপহার,-1,-1
যখন অজয় এবং পূজা রেস্তোরাঁ ছেড়ে গেলেন, অজয় চিঠি দিয়ে গেলেন,যখন গীতা এবং পূজা রেস্তোরাঁ ছেড়ে গেলেন, গীতা চিঠি দিয়ে গেলেন,পূজা,অজয়,গীতা,BAB,3,রেস্তোরাঁ,চিঠি,-1,-1
