prompt,speaker,recipient,pronoun,logit_diff,prob_io,prob_s,is_correct,rank_io,template_idx
Liam thanked Rose warmly. He wrote a letter for,Liam,Rose,He,3.279184341430664,0.05334373936057091,0.002008869545534253,True,3,4
Olivia surprised Sam at the party. She baked a cake for,Olivia,Sam,She,3.9735469818115234,0.05896012485027313,0.0011088399915024638,True,3,5
Paul recommended Clara for the job. He wrote a reference for,Paul,Clara,He,2.1966333389282227,0.10056551545858383,0.011180554516613483,True,3,6
Mia met David at the store. She bought a gift for,Mia,David,She,2.2952499389648438,0.0998590737581253,0.010059425607323647,True,3,0
Paul visited Alice at home. He brought flowers for,Paul,Alice,He,4.608321189880371,0.21198515594005585,0.00211318233050406,True,2,1
Mia called Brian on the phone. She left a message for,Mia,Brian,She,5.572551727294922,0.1087973564863205,0.00041351368417963386,True,2,2
Sam helped Emma move. He carried the boxes for,Sam,Emma,He,2.6415700912475586,0.2282530814409256,0.016262874007225037,True,2,3
Iris thanked Xander warmly. She wrote a letter for,Iris,Xander,She,2.164142608642578,0.059482641518116,0.006831483915448189,True,5,4
Noah surprised Clara at the party. He baked a cake for,Noah,Clara,He,1.8593292236328125,0.005237567238509655,0.0008158929995261133,True,8,5
Rose recommended Brian for the job. She wrote a reference for,Rose,Brian,She,1.751199722290039,0.1489666998386383,0.025855490937829018,True,2,6
Fred met Grace at the store. He bought a gift for,Fred,Grace,He,-0.07379150390625,0.034999072551727295,0.03767938166856766,False,4,0
Kate visited Jack at home. She brought flowers for,Kate,Jack,She,2.178338050842285,0.25546735525131226,0.028926456347107887,True,2,1
Paul called Gina on the phone. He left a message for,Paul,Gina,He,1.4901447296142578,0.07782308012247086,0.01753665693104267,True,2,2
Tara helped Sam move. She carried the boxes for,Tara,Sam,She,5.886861801147461,0.3634742498397827,0.0010088859125971794,True,1,3
Derek thanked Amy warmly. He wrote a letter for,Derek,Amy,He,5.014396667480469,0.17684930562973022,0.0011745690135285258,True,2,4
Olivia surprised Zach at the party. She baked a cake for,Olivia,Zach,She,1.9037342071533203,0.03917164355516434,0.0058370111510157585,True,4,5
Paul recommended Grace for the job. He wrote a reference for,Paul,Grace,He,1.7128686904907227,0.058419063687324524,0.010535743087530136,True,3,6
Tara met Harry at the store. She bought a gift for,Tara,Harry,She,3.3846683502197266,0.052039168775081635,0.0017635489348322153,True,3,0
Frank visited Alice at home. He brought flowers for,Frank,Alice,He,4.916656494140625,0.1698729693889618,0.001244077691808343,True,2,1
Emma called Jack on the phone. She left a message for,Emma,Jack,She,1.6518440246582031,0.05834275111556053,0.01118407677859068,True,3,2
Liam helped Clara move. He carried the boxes for,Liam,Clara,He,4.064914703369141,0.10081533342599869,0.0017304399516433477,True,3,3
Olivia thanked Frank warmly. She wrote a letter for,Olivia,Frank,She,2.1868486404418945,0.017156103625893593,0.0019261157140135765,True,6,4
Brian surprised Olivia at the party. He baked a cake for,Brian,Olivia,He,2.8657684326171875,0.0765271782875061,0.004357408732175827,True,2,5
Amy recommended Fred for the job. She wrote a reference for,Amy,Fred,She,3.0160274505615234,0.151609405875206,0.007428173907101154,True,2,6
Sam met Tara at the store. He bought a gift for,Sam,Tara,He,0.3174009323120117,0.07375112175941467,0.05369367450475693,True,2,0
Alice visited Henry at home. She brought flowers for,Alice,Henry,She,2.234579086303711,0.2867552638053894,0.030693473294377327,True,2,1
Sam called Clara on the phone. He left a message for,Sam,Clara,He,0.7627792358398438,0.033415742218494415,0.015584048815071583,True,4,2
Mia helped Henry move. She carried the boxes for,Mia,Henry,She,7.445380210876465,0.4087193012237549,0.00023874682665336877,True,1,3
Victor thanked Olivia warmly. He wrote a letter for,Victor,Olivia,He,3.814065933227539,0.0903778076171875,0.0019935816526412964,True,2,4
Grace surprised Fred at the party. She baked a cake for,Grace,Fred,She,3.5717010498046875,0.07099281251430511,0.001995465951040387,True,2,5
Bob recommended Gina for the job. He wrote a reference for,Bob,Gina,He,0.4758138656616211,0.16905398666858673,0.10504661500453949,True,2,6
Gina met Sam at the store. She bought a gift for,Gina,Sam,She,2.799020767211914,0.15722034871578217,0.009569945745170116,True,3,0
Liam visited Tara at home. He brought flowers for,Liam,Tara,He,5.016568183898926,0.21588139235973358,0.0014306958764791489,True,2,1
Emma called Victor on the phone. She left a message for,Emma,Victor,She,3.216938018798828,0.19505219161510468,0.0078172218054533,True,2,2
Noah helped Grace move. He carried the boxes for,Noah,Grace,He,2.439011573791504,0.03971266746520996,0.0034648128785192966,True,3,3
Mia thanked Liam warmly. She wrote a letter for,Mia,Liam,She,5.5809831619262695,0.1087588518857956,0.0004098967183381319,True,2,4
Bob surprised Amy at the party. He baked a cake for,Bob,Amy,He,3.5224227905273438,0.15427125990390778,0.0045552924275398254,True,2,5
Mia recommended Harry for the job. She wrote a reference for,Mia,Harry,She,6.616867542266846,0.10971643030643463,0.00014675829152110964,True,3,6
Bob met Emma at the store. He bought a gift for,Bob,Emma,He,1.5478248596191406,0.06251250207424164,0.013297042809426785,True,2,0
Mia visited Victor at home. She brought flowers for,Mia,Victor,She,2.5135536193847656,0.05392772704362869,0.004367065150290728,True,5,1
Paul called Alice on the phone. He left a message for,Paul,Alice,He,2.442037582397461,0.07644404470920563,0.006649365648627281,True,2,2
Iris helped Frank move. She carried the boxes for,Iris,Frank,She,5.445199012756348,0.11885344237089157,0.0005130880163051188,True,3,3
Frank thanked Gina warmly. He wrote a letter for,Frank,Gina,He,3.273013114929199,0.09124087542295456,0.0034573066513985395,True,3,4
Rose surprised Frank at the party. She baked a cake for,Rose,Frank,She,0.7890434265136719,0.057918183505535126,0.02631102316081524,True,2,5
Jack recommended Grace for the job. He wrote a reference for,Jack,Grace,He,1.466552734375,0.10502661019563675,0.02423168160021305,True,3,6
Clara met Harry at the store. She bought a gift for,Clara,Harry,She,5.3460893630981445,0.05022568628191948,0.00023941356630530208,True,3,0
Liam visited Kate at home. He brought flowers for,Liam,Kate,He,2.8428640365600586,0.10805030167102814,0.006294856779277325,True,3,1
Tara called Derek on the phone. She left a message for,Tara,Derek,She,5.065874099731445,0.09209828823804855,0.000580992316827178,True,3,2
Noah helped Tara move. He carried the boxes for,Noah,Tara,He,4.5242462158203125,0.09851790964603424,0.0010682183783501387,True,3,3
Gina thanked Noah warmly. She wrote a letter for,Gina,Noah,She,7.319709777832031,0.17666730284690857,0.00011701636685756966,True,1,4
Victor surprised Olivia at the party. He baked a cake for,Victor,Olivia,He,1.9213638305664062,0.04286077991127968,0.006275124382227659,True,2,5
Clara recommended Zach for the job. She wrote a reference for,Clara,Zach,She,6.174915313720703,0.13609082996845245,0.0002832025638781488,True,2,6
Fred met Tara at the store. He bought a gift for,Fred,Tara,He,1.9597597122192383,0.12288319319486618,0.017313292250037193,True,2,0
Rose visited Henry at home. She brought flowers for,Rose,Henry,She,3.3728551864624023,0.4529114365577698,0.015531051903963089,True,1,1
Paul called Iris on the phone. He left a message for,Paul,Iris,He,2.032679557800293,0.08771581202745438,0.011489374563097954,True,2,2
Emma helped Xander move. She carried the boxes for,Emma,Xander,She,2.2378921508789062,0.11254757642745972,0.012006929144263268,True,3,3
Bob thanked Amy warmly. He wrote a letter for,Bob,Amy,He,3.4447202682495117,0.15971308946609497,0.0050970339216291904,True,2,4
Tara surprised Paul at the party. She baked a cake for,Tara,Paul,She,6.423295021057129,0.19580402970314026,0.0003178484330419451,True,2,5
Paul recommended Alice for the job. He wrote a reference for,Paul,Alice,He,3.1010513305664062,0.1450059413909912,0.006525537930428982,True,2,6
Emma met David at the store. She bought a gift for,Emma,David,She,1.1177120208740234,0.05494638532400131,0.017968960106372833,True,3,0
Paul visited Emma at home. He brought flowers for,Paul,Emma,He,4.733707427978516,0.1630658507347107,0.001433969708159566,True,2,1
Alice called Xander on the phone. She left a message for,Alice,Xander,She,2.098435401916504,0.06088586896657944,0.007467539981007576,True,3,2
Frank helped Tara move. He carried the boxes for,Frank,Tara,He,4.072345733642578,0.19790369272232056,0.003371759783476591,True,2,3
Iris thanked Sam warmly. She wrote a letter for,Iris,Sam,She,4.015227317810059,0.02009468898177147,0.0003624851524364203,True,6,4
Harry surprised Iris at the party. He baked a cake for,Harry,Iris,He,0.49950504302978516,0.0381014421582222,0.02312113530933857,True,4,5
Tara recommended Jack for the job. She wrote a reference for,Tara,Jack,She,5.50852108001709,0.23956574499607086,0.0009707433055154979,True,1,6
Harry met Iris at the store. He bought a gift for,Harry,Iris,He,1.475961685180664,0.04451915621757507,0.010175246745347977,True,2,0
Rose visited Derek at home. She brought flowers for,Rose,Derek,She,2.9718990325927734,0.2263384610414505,0.011589881964027882,True,2,1
Noah called Emma on the phone. He left a message for,Noah,Emma,He,5.264800071716309,0.11905670911073685,0.0006155739538371563,True,2,2
Emma helped Derek move. She carried the boxes for,Emma,Derek,She,3.2849435806274414,0.15551772713661194,0.005823003593832254,True,2,3
Zach thanked Olivia warmly. He wrote a letter for,Zach,Olivia,He,3.7666893005371094,0.17496974766254425,0.004046788904815912,True,2,4
Olivia surprised Fred at the party. She baked a cake for,Olivia,Fred,She,3.5971860885620117,0.10397908091545105,0.0028491015546023846,True,2,5
David recommended Clara for the job. He wrote a reference for,David,Clara,He,1.8472833633422852,0.07535980641841888,0.01188159640878439,True,3,6
Clara met Henry at the store. She bought a gift for,Clara,Henry,She,3.5953521728515625,0.18909592926502228,0.005190875381231308,True,2,0
David visited Olivia at home. He brought flowers for,David,Olivia,He,3.759577751159668,0.1212955191731453,0.0028254061471670866,True,2,1
Gina called Xander on the phone. She left a message for,Gina,Xander,She,6.149985313415527,0.08697090297937393,0.0001855535665526986,True,3,2
Henry helped Iris move. He carried the boxes for,Henry,Iris,He,3.196310043334961,0.11459527909755707,0.0046884240582585335,True,3,3
Iris thanked Noah warmly. She wrote a letter for,Iris,Noah,She,7.3375935554504395,0.10345656424760818,6.731032044626772e-05,True,4,4
Fred surprised Grace at the party. He baked a cake for,Fred,Grace,He,0.09862327575683594,0.039021216332912445,0.03535649925470352,True,3,5
Olivia recommended Liam for the job. She wrote a reference for,Olivia,Liam,She,3.125338554382324,0.2276955246925354,0.010000855661928654,True,2,6
Sam met Rose at the store. He bought a gift for,Sam,Rose,He,-1.4544696807861328,0.03279123827815056,0.14041903614997864,False,5,0
Iris visited Frank at home. She brought flowers for,Iris,Frank,She,2.2692270278930664,0.03374951332807541,0.003489432157948613,True,6,1
Fred called Tara on the phone. He left a message for,Fred,Tara,He,1.9417438507080078,0.14983907341957092,0.021494951099157333,True,2,2
Emma helped David move. She carried the boxes for,Emma,David,She,2.9308767318725586,0.07759174704551697,0.004139538388699293,True,2,3
Bob thanked Emma warmly. He wrote a letter for,Bob,Emma,He,3.976470947265625,0.18622776865959167,0.003492086660116911,True,2,4
Iris surprised Liam at the party. She baked a cake for,Iris,Liam,She,3.72507381439209,0.02958863042294979,0.0007134209154173732,True,5,5
Derek recommended Rose for the job. He wrote a reference for,Derek,Rose,He,1.9441947937011719,0.06310240924358368,0.009030106477439404,True,4,6
Rose met Noah at the store. She bought a gift for,Rose,Noah,She,1.460984230041504,0.11478956043720245,0.026632074266672134,True,3,0
Brian visited Alice at home. He brought flowers for,Brian,Alice,He,4.608114242553711,0.1864113062620163,0.0018586330115795135,True,2,1
Grace called Brian on the phone. She left a message for,Grace,Brian,She,2.871816635131836,0.07894346117973328,0.0044678859412670135,True,2,2
Bob helped Olivia move. He carried the boxes for,Bob,Olivia,He,4.091970443725586,0.2203035056591034,0.003680452238768339,True,2,3
Kate thanked Fred warmly. She wrote a letter for,Kate,Fred,She,1.693399429321289,0.09772545844316483,0.017971059307456017,True,2,4
Victor surprised Olivia at the party. He baked a cake for,Victor,Olivia,He,1.9213638305664062,0.04286077991127968,0.006275124382227659,True,2,5
Gina recommended Harry for the job. She wrote a reference for,Gina,Harry,She,7.448861122131348,0.16708233952522278,9.725933341542259e-05,True,2,6
Jack met Iris at the store. He bought a gift for,Jack,Iris,He,1.2889957427978516,0.10490266978740692,0.028905650600790977,True,2,0
Kate visited Noah at home. She brought flowers for,Kate,Noah,She,4.006008148193359,0.2846088111400604,0.005181566812098026,True,1,1
David called Amy on the phone. He left a message for,David,Amy,He,3.106011390686035,0.07061075419187546,0.0031618934590369463,True,2,2
Gina helped David move. She carried the boxes for,Gina,David,She,6.586435317993164,0.08444724977016449,0.00011644826008705422,True,3,3
Xander thanked Alice warmly. He wrote a letter for,Xander,Alice,He,8.002530097961426,0.19354009628295898,6.476140697486699e-05,True,2,4
Alice surprised Harry at the party. She baked a cake for,Alice,Harry,She,3.3832759857177734,0.05383783206343651,0.0018270459258928895,True,3,5
Liam recommended Alice for the job. He wrote a reference for,Liam,Alice,He,4.029757499694824,0.09943348169326782,0.0017677920404821634,True,3,6
Tara met Frank at the store. She bought a gift for,Tara,Frank,She,0.49666595458984375,0.03796162083745003,0.02310178056359291,True,3,0
Liam visited Emma at home. He brought flowers for,Liam,Emma,He,5.540083885192871,0.24910125136375427,0.0009780207183212042,True,2,1
Amy called Frank on the phone. She left a message for,Amy,Frank,She,1.852381706237793,0.08736389875411987,0.01370417419821024,True,3,2
Paul helped Olivia move. He carried the boxes for,Paul,Olivia,He,4.139304161071777,0.23227559030056,0.003701064269989729,True,2,3
Emma thanked Paul warmly. She wrote a letter for,Emma,Paul,She,2.377687454223633,0.11988072097301483,0.011120717972517014,True,3,4
David surprised Amy at the party. He baked a cake for,David,Amy,He,4.063642501831055,0.10878748446702957,0.0018696546321734786,True,2,5
Emma recommended Derek for the job. She wrote a reference for,Emma,Derek,She,1.6526241302490234,0.10140042006969452,0.019422905519604683,True,4,6
Xander met Kate at the store. He bought a gift for,Xander,Kate,He,6.138261795043945,0.161974236369133,0.00034964934457093477,True,2,0
Iris visited Xander at home. She brought flowers for,Iris,Xander,She,3.0869407653808594,0.08923632651567459,0.004072868265211582,True,3,1
Paul called Kate on the phone. He left a message for,Paul,Kate,He,0.3545694351196289,0.031217822805047035,0.021898537874221802,True,3,2
Olivia helped Jack move. She carried the boxes for,Olivia,Jack,She,2.7387351989746094,0.12375742197036743,0.008001172915101051,True,2,3
Victor thanked Rose warmly. He wrote a letter for,Victor,Rose,He,3.7609024047851562,0.08256761729717255,0.001920748851262033,True,3,4
Mia surprised Frank at the party. She baked a cake for,Mia,Frank,She,2.937765121459961,0.0506024993956089,0.00268112332560122,True,4,5
Bob recommended Rose for the job. He wrote a reference for,Bob,Rose,He,0.1372976303100586,0.07347048074007034,0.0640450119972229,True,4,6
Amy met Henry at the store. She bought a gift for,Amy,Henry,She,0.6472434997558594,0.11517856270074844,0.06029445677995682,True,3,0
Frank visited Tara at home. He brought flowers for,Frank,Tara,He,5.054512977600098,0.20729468762874603,0.0013226382434368134,True,2,1
Iris called Sam on the phone. She left a message for,Iris,Sam,She,2.679595947265625,0.016044650226831436,0.001100516295991838,True,7,2
Jack helped Mia move. He carried the boxes for,Jack,Mia,He,2.3313751220703125,0.05517943575978279,0.005361346527934074,True,3,3
Emma thanked Paul warmly. She wrote a letter for,Emma,Paul,She,2.377687454223633,0.11988072097301483,0.011120717972517014,True,3,4
Zach surprised Kate at the party. He baked a cake for,Zach,Kate,He,3.9094161987304688,0.10668829828500748,0.002139335498213768,True,2,5
Grace recommended Fred for the job. She wrote a reference for,Grace,Fred,She,3.63124942779541,0.1370633840560913,0.0036298600025475025,True,2,6
Victor met Amy at the store. He bought a gift for,Victor,Amy,He,2.4939050674438477,0.0487576499581337,0.00402673939242959,True,2,0
Clara visited Bob at home. She brought flowers for,Clara,Bob,She,4.8854522705078125,0.3660765588283539,0.0027659668121486902,True,1,1
Victor called Clara on the phone. He left a message for,Victor,Clara,He,1.6994237899780273,0.06563639640808105,0.011997598223388195,True,2,2
Emma helped Jack move. She carried the boxes for,Emma,Jack,She,2.3189496994018555,0.1471802294254303,0.014479128643870354,True,2,3
Sam thanked Emma warmly. He wrote a letter for,Sam,Emma,He,2.7560157775878906,0.24046684801578522,0.015280330553650856,True,2,4
Emma surprised Jack at the party. She baked a cake for,Emma,Jack,She,1.827223777770996,0.13724598288536072,0.022077323868870735,True,2,5
Sam recommended Kate for the job. He wrote a reference for,Sam,Kate,He,0.7181863784790039,0.12813325226306915,0.06248236075043678,True,2,6
Amy met Noah at the store. She bought a gift for,Amy,Noah,She,2.3813838958740234,0.15011686086654663,0.01387418806552887,True,3,0
Xander visited Iris at home. He brought flowers for,Xander,Iris,He,6.066474914550781,0.15856151282787323,0.00036775722401216626,True,2,1
Clara called Sam on the phone. She left a message for,Clara,Sam,She,6.159646987915039,0.06412812322378159,0.00013550267613027245,True,3,2
Harry helped Kate move. He carried the boxes for,Harry,Kate,He,0.6243877410888672,0.04663481563329697,0.024977104738354683,True,4,3
Alice thanked Frank warmly. She wrote a letter for,Alice,Frank,She,1.184967041015625,0.02678409218788147,0.008189404383301735,True,5,4
Derek surprised Kate at the party. He baked a cake for,Derek,Kate,He,1.6654138565063477,0.047653064131736755,0.009011784568428993,True,3,5
Alice recommended Bob for the job. She wrote a reference for,Alice,Bob,She,2.1859169006347656,0.3243265748023987,0.03644608333706856,True,1,6
Xander met Grace at the store. He bought a gift for,Xander,Grace,He,2.91831111907959,0.02191775292158127,0.00118410331197083,True,6,0
Clara visited Sam at home. She brought flowers for,Clara,Sam,She,4.4978132247924805,0.17471067607402802,0.0019451091066002846,True,2,1
Liam called Gina on the phone. He left a message for,Liam,Gina,He,2.983811378479004,0.028630506247282028,0.0014486925210803747,True,3,2
Rose helped Derek move. She carried the boxes for,Rose,Derek,She,3.5430116653442383,0.13980907201766968,0.004044128581881523,True,2,3
Bob thanked Emma warmly. He wrote a letter for,Bob,Emma,He,3.976470947265625,0.18622776865959167,0.003492086660116911,True,2,4
Emma surprised Jack at the party. She baked a cake for,Emma,Jack,She,1.827223777770996,0.13724598288536072,0.022077323868870735,True,2,5
David recommended Mia for the job. He wrote a reference for,David,Mia,He,1.1403284072875977,0.0324183814227581,0.010364611633121967,True,6,6
Amy met Jack at the store. She bought a gift for,Amy,Jack,She,0.6866722106933594,0.13166135549545288,0.06625831872224808,True,3,0
Derek visited Grace at home. He brought flowers for,Derek,Grace,He,4.277989387512207,0.07765409350395203,0.0010771028464660048,True,3,1
Alice called Victor on the phone. She left a message for,Alice,Victor,She,4.1342878341674805,0.16079162061214447,0.002574927406385541,True,2,2
Zach helped Alice move. He carried the boxes for,Zach,Alice,He,5.781700134277344,0.27040019631385803,0.0008337704930454493,True,2,3
Mia thanked Noah warmly. She wrote a letter for,Mia,Noah,She,6.90342903137207,0.16872262954711914,0.00016945414245128632,True,2,4
Paul surprised Clara at the party. He baked a cake for,Paul,Clara,He,2.345447540283203,0.06447623670101166,0.006177102215588093,True,2,5
Emma recommended Zach for the job. She wrote a reference for,Emma,Zach,She,1.3833684921264648,0.14129342138767242,0.03542685881257057,True,2,6
Derek met Amy at the store. He bought a gift for,Derek,Amy,He,3.702779769897461,0.08997999876737595,0.0022184476256370544,True,2,0
Gina visited Jack at home. She brought flowers for,Gina,Jack,She,6.2093000411987305,0.24807633459568024,0.0004987932625226676,True,2,1
Paul called Grace on the phone. He left a message for,Paul,Grace,He,2.093700408935547,0.08217975497245789,0.010127034969627857,True,2,2
Grace helped Derek move. She carried the boxes for,Grace,Derek,She,4.668363571166992,0.04049747809767723,0.0003801749262493104,True,5,3
Bob thanked Grace warmly. He wrote a letter for,Bob,Grace,He,1.6404809951782227,0.03346150740981102,0.006487743463367224,True,3,4
Gina surprised Xander at the party. She baked a cake for,Gina,Xander,She,6.684242248535156,0.07735384255647659,9.67280357144773e-05,True,3,5
Derek recommended Clara for the job. He wrote a reference for,Derek,Clara,He,2.6201934814453125,0.07949933409690857,0.005786659196019173,True,3,6
Gina met Paul at the store. She bought a gift for,Gina,Paul,She,3.236724853515625,0.13578179478645325,0.0053351884707808495,True,3,0
Sam visited Grace at home. He brought flowers for,Sam,Grace,He,2.308286666870117,0.09860210865736008,0.009804151952266693,True,3,1
Gina called Henry on the phone. She left a message for,Gina,Henry,She,6.954078197479248,0.12621814012527466,0.000120504766528029,True,2,2
Brian helped Alice move. He carried the boxes for,Brian,Alice,He,5.349854469299316,0.21811416745185852,0.0010357896098867059,True,2,3
Rose thanked Paul warmly. She wrote a letter for,Rose,Paul,She,3.004672050476074,0.14297696948051453,0.007085224147886038,True,2,4
Noah surprised Rose at the party. He baked a cake for,Noah,Rose,He,-0.03032398223876953,0.004272326361387968,0.004403864499181509,False,13,5
Mia recommended Victor for the job. She wrote a reference for,Mia,Victor,She,4.567652702331543,0.09229417890310287,0.0009582258644513786,True,4,6
Paul met Iris at the store. He bought a gift for,Paul,Iris,He,2.9678077697753906,0.10324087738990784,0.005308222956955433,True,2,0
Alice visited Noah at home. She brought flowers for,Alice,Noah,She,4.174756050109863,0.3032449185848236,0.004663586150854826,True,1,1
Brian called Mia on the phone. He left a message for,Brian,Mia,He,0.8484601974487305,0.0240040086209774,0.010275481268763542,True,5,2
Kate helped Frank move. She carried the boxes for,Kate,Frank,She,2.3883657455444336,0.12194778025150299,0.011192313395440578,True,2,3
Sam thanked Mia warmly. He wrote a letter for,Sam,Mia,He,1.3761587142944336,0.054460782557725906,0.013753896579146385,True,3,4
Clara surprised Brian at the party. She baked a cake for,Clara,Brian,She,6.182039260864258,0.1162513867020607,0.0002401997771812603,True,2,5
Xander recommended Alice for the job. He wrote a reference for,Xander,Alice,He,7.515864372253418,0.17820388078689575,9.701049566501752e-05,True,2,6
Emma met Sam at the store. She bought a gift for,Emma,Sam,She,1.8755083084106445,0.1399337351322174,0.02144862897694111,True,3,0
Liam visited Amy at home. He brought flowers for,Liam,Amy,He,6.497931480407715,0.4473660886287689,0.0006739804521203041,True,1,1
Kate called David on the phone. She left a message for,Kate,David,She,3.1720399856567383,0.07496523857116699,0.0031423927284777164,True,3,2
Henry helped Amy move. He carried the boxes for,Henry,Amy,He,3.6624832153320312,0.3526241183280945,0.009051400236785412,True,1,3
Olivia thanked Zach warmly. She wrote a letter for,Olivia,Zach,She,3.6126956939697266,0.11730632930994034,0.0031648098956793547,True,2,4
Xander surprised Olivia at the party. He baked a cake for,Xander,Olivia,He,4.579034805297852,0.07033069431781769,0.0007219304097816348,True,2,5
Amy recommended Henry for the job. She wrote a reference for,Amy,Henry,She,3.079463005065918,0.2376905381679535,0.010929948650300503,True,1,6
Brian met Amy at the store. He bought a gift for,Brian,Amy,He,3.328932762145996,0.13494786620140076,0.004835360683500767,True,2,0
Iris visited Sam at home. She brought flowers for,Iris,Sam,She,1.5808839797973633,0.014612438157200813,0.003007139079272747,True,9,1
David called Gina on the phone. He left a message for,David,Gina,He,2.566390037536621,0.07589199393987656,0.005829441361129284,True,2,2
Olivia helped Bob move. She carried the boxes for,Olivia,Bob,She,2.8847761154174805,0.07327316701412201,0.004093573894351721,True,4,3
